Municipality/Province,District,Address,Risk
陕西,陕西宝鸡市眉县,常兴镇马家村一组8号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,常兴镇马家村七组004号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,槐芽镇保安堡村八组62号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,槐芽镇槐西村三组033号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,槐芽镇肖里沟村八组61号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,槐芽镇西柿林村三组082号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,槐芽镇西街村七组010号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,横渠镇青化村九组18号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,横渠镇青化村二组010号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,汤峪镇屯庄村七组035号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,汤峪镇梁村二组25号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,汤峪镇潼关寨村1组051号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,营头镇营头村五组095号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,营头镇铜峪村四组84号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,金渠镇红星村二组51号及左右对面各3户，57号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,金渠镇红星村四组11号及左右对面各3户，四组18号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,金渠镇金渠村四组52号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办万缘学府B座3单元1-7层,高风险
陕西,陕西宝鸡市眉县,首善街办三寨村七组47号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办三寨村四组036号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办三道巷开发公司家属楼2号楼2单元1-5层,高风险
陕西,陕西宝鸡市眉县,首善街办世纪新村11号楼1-6层,高风险
陕西,陕西宝鸡市眉县,首善街办东关村二组54号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办任白庄村一组009号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办体育场北门邮电家属区3排西向东4-10户,高风险
陕西,陕西宝鸡市眉县,首善街办北兴村一组084号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办北兴村九组39号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办北兴村八组056号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办合力首府15号楼1单元1-4层,高风险
陕西,陕西宝鸡市眉县,首善街办宝深家属院高层3单元1-7楼,高风险
陕西,陕西宝鸡市眉县,首善街办平阳街惠丰佳苑廉租房2号楼1单元1-6层,高风险
陕西,陕西宝鸡市眉县,首善街办平阳街税务局家属楼1单元3楼1-4层,高风险
陕西,陕西宝鸡市眉县,首善街办平阳街税务局家属楼中单元1-4层,高风险
陕西,陕西宝鸡市眉县,首善街办御景尚品17号楼3单元1-7层,高风险
陕西,陕西宝鸡市眉县,首善街办惠丰佳苑2号楼1单元1-6层,高风险
陕西,陕西宝鸡市眉县,首善街办惠丰佳苑南区32号楼1单元1-6层,高风险
陕西,陕西宝鸡市眉县,首善街办水木清华二期21号楼2单元1-6层,高风险
陕西,陕西宝鸡市眉县,首善街办水泥厂家属院1号楼3单元1-4楼,高风险
陕西,陕西宝鸡市眉县,首善街办永盛西街74号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办江河星诚5号楼2单元11-17层,高风险
陕西,陕西宝鸡市眉县,首善街办泰旭花园3号楼1单元1-6层,高风险
陕西,陕西宝鸡市眉县,首善街办王家庄三组088号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办王家庄村三组37号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办王家庄村三组80号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办王长官寨村七组109号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办盛和佳苑9A楼16层,高风险
陕西,陕西宝鸡市眉县,首善街办眉坞壹号2号楼15-18层,高风险
陕西,陕西宝鸡市眉县,首善街办眉坞壹号2号楼6-13层,高风险
陕西,陕西宝鸡市眉县,首善街办眉坞壹号6号楼18-24层,高风险
陕西,陕西宝鸡市眉县,首善街办碧桂园3号楼1单元15-18楼、2号楼3单元15-18楼,高风险
陕西,陕西宝鸡市眉县,首善街办红东村二组18号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办群众路供销社家属院2单元1-5楼,高风险
陕西,陕西宝鸡市眉县,首善街办花园小区东区4号楼1单元1-3层,高风险
陕西,陕西宝鸡市眉县,首善街办花园小区西区11号楼东单元1-6层,高风险
陕西,陕西宝鸡市眉县,首善街办西关村一组39号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办西关村三组022号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办西关村二组076号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办西苑小区1号楼2单元2-8层,高风险
陕西,陕西宝鸡市眉县,首善街办西苑小区3号楼1单元21-26层，3号楼2单元1-5层,高风险
陕西,陕西宝鸡市眉县,首善街办西苑小区7号楼2层,高风险
陕西,陕西宝鸡市眉县,首善街办财富尚品6号楼2单元16-22层,高风险
陕西,陕西宝鸡市眉县,首善街办醋家塬村一组002号及左右对面各3户,高风险
陕西,陕西宝鸡市眉县,首善街办金桂苑颐园小区10号楼东单元6-9层,高风险
陕西,陕西宝鸡市眉县,首善街办雅合新秀小区4号楼3单元1—6层,高风险
陕西,陕西宝鸡市眉县,首善街办雅合花园1号楼1单元6-12层、1号楼3单元10-16层、10号楼1单元1-5层,高风险
陕西,陕西宝鸡市眉县,首善街办雅合花园5号楼6单元4-6层,高风险
陕西,陕西宝鸡市眉县,首善街办饮食服务公司3号楼3单元1-6层,高风险
青海,青海西宁市城中区,南山路女子监狱家属院1号楼,高风险
青海,青海西宁市城中区,南山路花好月圆小区6—18号楼,高风险
青海,青海西宁市城中区,南山路附15号花好月圆（6-18号楼以外）,高风险
青海,青海西宁市城中区,南川东路55号电动工具厂家属院18号楼（除2单元）,高风险
青海,青海西宁市城中区,南酉山路4号熙龙湾小区17号楼1单元(除1—15层）,高风险
青海,青海西宁市城中区,金翠苑小区11号楼（除1、2单元）,高风险
青海,青海西宁市城中区,长江路91号邮电北院6号楼2单元,高风险
青海,青海西宁市城东区,中庄小学家属院3单元,高风险
青海,青海西宁市城东区,凯旋广场D区19号楼3单元,高风险
青海,青海西宁市城东区,凯旋广场D区1号楼3号楼,高风险
青海,青海西宁市城东区,国际村41号楼,高风险
青海,青海西宁市城东区,广汇家园7号楼3单元,高风险
青海,青海西宁市城东区,昌运世纪村,高风险
青海,青海西宁市城东区,永腾小区10号楼,高风险
青海,青海西宁市城东区,海东花园41号楼,高风险
青海,青海西宁市城东区,铁一中小区40号楼,高风险
青海,青海海北藏族自治州祁连县,下庄加油站廉租房2号楼3单元,高风险
青海,青海海北藏族自治州祁连县,亿达畜产肉食品有限公司冷库,高风险
青海,青海海北藏族自治州祁连县,八宝镇10号公寓10号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇七一小区三单元,高风险
青海,青海海北藏族自治州祁连县,八宝镇东措台村冰沟路东侧第102号、123号、151号,高风险
青海,青海海北藏族自治州祁连县,八宝镇东措台村村委会旁第28号-2、29号、30号、31号、32号-1,高风险
青海,青海海北藏族自治州祁连县,八宝镇东措台村炸药库南侧D2户,高风险
青海,青海海北藏族自治州祁连县,八宝镇东村东方红水电站西侧2户,高风险
青海,青海海北藏族自治州祁连县,八宝镇东村西海路北侧老电视台梯田安置房第2、3、4号,高风险
青海,青海海北藏族自治州祁连县,八宝镇东索小区一号楼一单元,高风险
青海,青海海北藏族自治州祁连县,八宝镇东索小区三号楼一单元,高风险
青海,青海海北藏族自治州祁连县,八宝镇冰沟村幸福路62号、63号、64号、65号、66号、341号，幸福路口190号、200号，376号,高风险
青海,青海海北藏族自治州祁连县,八宝镇卓尔家园8号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇城东社区丹霞小区2号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇城东社区天山假日小区1号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇城东社区平安小区1号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇城东社区教育小区3、4、5号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇城西社区十号公寓6、9号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇城西社区原畜产品公司平房区,高风险
青海,青海海北藏族自治州祁连县,八宝镇城西社区祁纤家园1、7号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇富强巷老工商局家属院01、02、03、04号,高风险
青海,青海海北藏族自治州祁连县,八宝镇尕达板商住楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇拉洞台村87号、89号、1031号,高风险
青海,青海海北藏族自治州祁连县,八宝镇拉洞村元山巷道第106号、108号、110号、210号,高风险
青海,青海海北藏族自治州祁连县,八宝镇拉洞村村委会左前方第134号、1036号、133-1号、135-2号,高风险
青海,青海海北藏族自治州祁连县,八宝镇拱北湾清真寺北侧6户,高风险
青海,青海海北藏族自治州祁连县,八宝镇新城社区恒通花园一期1号楼，二期2号楼，三期1、2号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇新城社区福康小区7、8、9、21号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇新城社区美港家园一期1号楼，二期1、2、3号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇汇通配送楼1、2、3单元,高风险
青海,青海海北藏族自治州祁连县,八宝镇游牧民定居5号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇祁铭小区2期2号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇祁韵小区13、14号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇福康小区六号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇红崖湾15、16号,高风险
青海,青海海北藏族自治州祁连县,八宝镇红崖湾（原石油家属院）1号、2号,高风险
青海,青海海北藏族自治州祁连县,八宝镇老一完小育才小区1号楼,高风险
青海,青海海北藏族自治州祁连县,八宝镇西村新村第五排梯田安置区第1、2、3户,高风险
青海,青海海北藏族自治州祁连县,八宝镇黑河源小区3单元,高风险
青海,青海海北藏族自治州祁连县,扎麻什乡地盘子村地盘子社,高风险
青海,青海海北藏族自治州祁连县,扎麻什乡河北村多什多社,高风险
青海,青海海北藏族自治州祁连县,祁连县下庄加油站廉租房1、2、3号楼,高风险
青海,青海海北藏族自治州祁连县,福康小区5号楼1单元,高风险
青海,青海海北藏族自治州祁连县,默勒镇多隆村一社,高风险
青海,青海海北藏族自治州祁连县,默勒镇海浪村二社,高风险
青海,青海海北藏族自治州祁连县,默勒镇老日根村,高风险
青海,青海黄南藏族自治州同仁市,中山路农行分理处公寓楼,高风险
青海,青海黄南藏族自治州同仁市,同仁市隆务镇德合隆南路亚尔宾馆,高风险
青海,青海黄南藏族自治州同仁市,林业局1号楼1单元,高风险
青海,青海黄南藏族自治州泽库县,和日镇大街215号、羊旗村,高风险
青海,青海黄南藏族自治州泽库县,和日镇大街4号,高风险
青海,青海黄南藏族自治州泽库县,多禾茂乡620号、秀恰村、加仓村、塔土乎村、多禾日村、达格日村,高风险
青海,青海黄南藏族自治州泽库县,多禾茂乡政府79号,高风险
青海,青海黄南藏族自治州泽库县,多禾茂乡达格日村二社19号、23号,高风险
青海,青海黄南藏族自治州泽库县,宁秀镇尕日当村185号,高风险
青海,青海黄南藏族自治州泽库县,宁秀镇尕日当村二社20号,高风险
青海,青海黄南藏族自治州泽库县,宁秀镇赛旺村、塞庆村、尕日当村、尕强村、禾角日村,高风险
青海,青海黄南藏族自治州泽库县,宁秀镇赛旺村四社24号,高风险
青海,青海黄南藏族自治州泽库县,幸福小区3、4、5号楼,高风险
青海,青海黄南藏族自治州泽库县,影剧院小区（泽库县泽曲镇幸福路212号）,高风险
青海,青海黄南藏族自治州泽库县,恰科日社区果什则村、措日更村、而尖村、雄让村,高风险
青海,青海黄南藏族自治州泽库县,民贸小区7、8、9号楼,高风险
青海,青海黄南藏族自治州泽库县,泽库县泽曲镇泽库2路4,高风险
青海,青海黄南藏族自治州泽库县,泽库县泽曲镇环城西路10号附49号,高风险
青海,青海黄南藏族自治州泽库县,泽库县西卜沙乡红旗路16号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇东格尔社区415号前后排及左邻右舍住户,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇吉祥小区3号楼、11号楼,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇夏德日村一社26号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇夸日龙村,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇平安路50号附10号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇幸福小区8号楼,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇幸福路171号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇幸福路222号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇建设东路48号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇本溪路21号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇民主路127号附2号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇民主路22号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇民主路62号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇泽库2路3号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇泽雄路一巷1栋,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇热旭日村,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇环城东路107号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇环城东路20号（火焰宝大酒店）,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇环城东路66—117号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇环城西路110号,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇羊玛日村,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇美丽小区2号楼,高风险
青海,青海黄南藏族自治州泽库县,泽曲镇迎宾路18号,高风险
青海,青海黄南藏族自治州泽库县,泽雄路（县城十字）至平安路与建设北路交叉处商铺及附属房屋,高风险
青海,青海黄南藏族自治州泽库县,泽雄路（县城十字）至泽曲路丁字路口（岗藏大酒店）商铺及附属房屋,高风险
青海,青海黄南藏族自治州泽库县,王家乡主路段55号（套院）,高风险
青海,青海黄南藏族自治州泽库县,王家乡团结村、红旗村,高风险
青海,青海黄南藏族自治州泽库县,美丽小区1号楼,高风险
青海,青海黄南藏族自治州泽库县,西卜沙乡团结村、跃进村、红旗村,高风险
青海,青海黄南藏族自治州泽库县,金滩社区394号前后排及左右相邻住户,高风险
青海,青海黄南藏族自治州泽库县,阿赛公路4-16号,高风险
青海,青海黄南藏族自治州泽库县,麦秀镇龙藏村,高风险
青海,青海海南藏族自治州贵德县,河阴镇迎宾西路243号（银龙酒店隔壁商住楼）,高风险
青海,青海海南藏族自治州贵德县,马国勤商住楼2单元,高风险
青海,青海玉树藏族自治州玉树市,西杭街道办事处扎西大同农贸市场水吉叔生鲜超市,高风险
青海,青海玉树藏族自治州玉树市,西杭街道办事处胜利路社区第四网格,高风险
新疆维吾尔自治区,新疆生产建设兵团第八师143团,桃源旅游区,高风险
新疆维吾尔自治区,新疆生产建设兵团第八师144团,9小区29栋2号,高风险
